id,nom_verre,gravure_nasale,matched_glass_name,matched_nasal_engraving,tags,match_score,indice_verre,materiaux,fournisseur,source_url
2178,SURF 1.60 & SURF IP 1.60 + Transitions,https://si.france-optique.com/img/gravures/nasal/web_125-nas-mont-royal-20.tif.jpg,SURF 1.60 & SURF IP 1.60 + Transitions,https://si.france-optique.com/img/gravures/nasal/web_125-nas-mont-royal-20.tif.jpg,"['neo', 'N', '1']",16.58823529411765,1.6,ORG,Fournisseur : MONT-ROYAL,https://www.france-optique.com/gravures/fournisseur=1838
2179,SURF 1.67 & SURF IP 1.67 + Transitions,https://si.france-optique.com/img/gravures/nasal/web_125-nas-mont-royal-20.tif.jpg,SURF 1.67 & SURF IP 1.67 + Transitions,https://si.france-optique.com/img/gravures/nasal/web_125-nas-mont-royal-20.tif.jpg,"['M', '1', 'l']",16.58823529411765,1.67,ORG,Fournisseur : MONT-ROYAL,https://www.france-optique.com/gravures/fournisseur=1838
2180,SURF Short 1.50 & SURF Short IP 1.50 + Transitions,https://si.france-optique.com/img/gravures/nasal/web_126-nas-mont-royal-21.tif.jpg,SURF Short 1.50 & SURF Short IP 1.50 + Transitions,https://si.france-optique.com/img/gravures/nasal/web_126-nas-mont-royal-21.tif.jpg,"['X', 'P', 'S', 'T']",16.58823529411765,1.5,ORG,Fournisseur : MONT-ROYAL,https://www.france-optique.com/gravures/fournisseur=1838
2181,SURF Short Polix 1.59 + Transitions,https://si.france-optique.com/img/gravures/nasal/web_1015-nas-mont-royal-28.tif.jpg,SURF Short Polix 1.59 + Transitions,https://si.france-optique.com/img/gravures/nasal/web_1015-nas-mont-royal-28.tif.jpg,"['neo', 'N', '4']",16.58823529411765,1.591,POLY,Fournisseur : MONT-ROYAL,https://www.france-optique.com/gravures/fournisseur=1838
2182,"SURF Short 1,60 + Transitions",https://si.france-optique.com/img/gravures/nasal/web_126-nas-mont-royal-21.tif.jpg,"SURF Short 1,60 + Transitions",https://si.france-optique.com/img/gravures/nasal/web_126-nas-mont-royal-21.tif.jpg,"['V', 'X', 'P']",16.58823529411765,1.6,ORG,Fournisseur : MONT-ROYAL,https://www.france-optique.com/gravures/fournisseur=1838
2183,"SURF Short 1,67 + Transitions",https://si.france-optique.com/img/gravures/nasal/web_126-nas-mont-royal-21.tif.jpg,"SURF Short 1,67 + Transitions",https://si.france-optique.com/img/gravures/nasal/web_126-nas-mont-royal-21.tif.jpg,"['+', 'oeilprofil', 'M', '6']",16.58823529411765,1.67,ORG,Fournisseur : MONT-ROYAL,https://www.france-optique.com/gravures/fournisseur=1838
2184,INITIAL 1.50 + Transitions,https://si.france-optique.com/img/gravures/nasal/web_127-nas-mont-royal-22.tif.jpg,INITIAL 1.50 + Transitions,https://si.france-optique.com/img/gravures/nasal/web_127-nas-mont-royal-22.tif.jpg,['o_courbebasse'],16.58823529411765,1.5,ORG,Fournisseur : MONT-ROYAL,https://www.france-optique.com/gravures/fournisseur=1838
2185,INITIAL 1.60 + Transitions,https://si.france-optique.com/img/gravures/nasal/web_127-nas-mont-royal-22.tif.jpg,INITIAL 1.60 + Transitions,https://si.france-optique.com/img/gravures/nasal/web_127-nas-mont-royal-22.tif.jpg,"['+', 'oeilprofil', 'M', '6', '7']",16.58823529411765,1.6,ORG,Fournisseur : MONT-ROYAL,https://www.france-optique.com/gravures/fournisseur=1838
2186,INITIAL 1.67 + Transitions,https://si.france-optique.com/img/gravures/nasal/web_127-nas-mont-royal-22.tif.jpg,INITIAL 1.67 + Transitions,https://si.france-optique.com/img/gravures/nasal/web_127-nas-mont-royal-22.tif.jpg,"['D', '3', 'l']",16.58823529411765,1.67,ORG,Fournisseur : MONT-ROYAL,https://www.france-optique.com/gravures/fournisseur=1838
2187,"INITIAL Short 1,50 + Transitions",https://si.france-optique.com/img/gravures/nasal/web_127-nas-mont-royal-22.tif.jpg,"INITIAL Short 1,50 + Transitions",https://si.france-optique.com/img/gravures/nasal/web_127-nas-mont-royal-22.tif.jpg,"['n', '3']",16.58823529411765,1.5,ORG,Fournisseur : MONT-ROYAL,https://www.france-optique.com/gravures/fournisseur=1838
2188,"INITIAL Short 1,60 + Transitions",https://si.france-optique.com/img/gravures/nasal/web_127-nas-mont-royal-22.tif.jpg,"INITIAL Short 1,60 + Transitions",https://si.france-optique.com/img/gravures/nasal/web_127-nas-mont-royal-22.tif.jpg,"['D', '3', 'l']",16.58823529411765,1.6,ORG,Fournisseur : MONT-ROYAL,https://www.france-optique.com/gravures/fournisseur=1838
2189,"INITIAL Short 1,67 + Transitions",https://si.france-optique.com/img/gravures/nasal/web_127-nas-mont-royal-22.tif.jpg,"INITIAL Short 1,67 + Transitions",https://si.france-optique.com/img/gravures/nasal/web_127-nas-mont-royal-22.tif.jpg,"['X', 'P', 'S']",16.58823529411765,1.67,ORG,Fournisseur : MONT-ROYAL,https://www.france-optique.com/gravures/fournisseur=1838
2190,Excellence Office 1.50 & Excellence Office IP 1.50,https://si.france-optique.com/img/gravures/nasal/web_128-nas-mont-royal-23.tif.jpg,Excellence Office 1.50 & Excellence Office IP 1.50,https://si.france-optique.com/img/gravures/nasal/web_128-nas-mont-royal-23.tif.jpg,"['n', '5']",16.58823529411765,1.5,ORG,Fournisseur : MONT-ROYAL,https://www.france-optique.com/gravures/fournisseur=1838
2191,Excellence Office 1.60 + Excellence Office IP 1.60,https://si.france-optique.com/img/gravures/nasal/web_128-nas-mont-royal-23.tif.jpg,Excellence Office 1.60 + Excellence Office IP 1.60,https://si.france-optique.com/img/gravures/nasal/web_128-nas-mont-royal-23.tif.jpg,"['+', 'oeilprofil', '6']",16.58823529411765,1.6,ORG,Fournisseur : MONT-ROYAL,https://www.france-optique.com/gravures/fournisseur=1838
2192,Excellence Office 1.67 + Excellence Office IP 1.67,https://si.france-optique.com/img/gravures/nasal/web_128-nas-mont-royal-23.tif.jpg,Excellence Office 1.67 + Excellence Office IP 1.67,https://si.france-optique.com/img/gravures/nasal/web_128-nas-mont-royal-23.tif.jpg,"['A', 'N', 'K']",16.58823529411765,1.67,ORG,Fournisseur : MONT-ROYAL,https://www.france-optique.com/gravures/fournisseur=1838
2193,Proxoffice 1.50 & Proxoffice IP 1.50,https://si.france-optique.com/img/gravures/nasal/web_128-nas-mont-royal-23.tif.jpg,Proxoffice 1.50 & Proxoffice IP 1.50,https://si.france-optique.com/img/gravures/nasal/web_128-nas-mont-royal-23.tif.jpg,"['V', 'D', 'G']",16.58823529411765,1.5,ORG,Fournisseur : MONT-ROYAL,https://www.france-optique.com/gravures/fournisseur=1838
2194,"Proxoffice 1,60 + Proxoffice IP 1,60",https://si.france-optique.com/img/gravures/nasal/web_130-nas-mont-royal-25.tif.jpg,"Proxoffice 1,60 + Proxoffice IP 1,60",https://si.france-optique.com/img/gravures/nasal/web_130-nas-mont-royal-25.tif.jpg,"['A', 'N', 'K', '6']",16.58823529411765,1.6,ORG,Fournisseur : MONT-ROYAL,https://www.france-optique.com/gravures/fournisseur=1838
2195,"Proxoffice 1,67 + Proxoffice IP 1,67",https://si.france-optique.com/img/gravures/nasal/web_131-nas-mont-royal-26.tif.jpg,Excellence Office 1.67 + Excellence Office IP 1.67,https://si.france-optique.com/img/gravures/nasal/web_128-nas-mont-royal-23.tif.jpg,"['A', 'N', 'K']",11.54172366621067,1.67,ORG,Fournisseur : MONT-ROYAL,https://www.france-optique.com/gravures/fournisseur=1838
2204,OPTIMAL 1.50 & OPTIMAL IP 1.50 + Transitions,https://si.france-optique.com/img/gravures/nasal/web_832-nas-mont-royal-27.tif.jpg,OPTIMAL 1.50 & OPTIMAL IP 1.50 + Transitions,https://si.france-optique.com/img/gravures/nasal/web_832-nas-mont-royal-27.tif.jpg,"['S', 'i', '+', '5']",16.58823529411765,1.50,ORG,Fournisseur : MONT-ROYAL,https://www.france-optique.com/gravures/fournisseur=1838
2205,OPTIMAL 1.60 & OPTIMAL IP 1.60 + Transitions,https://si.france-optique.com/img/gravures/nasal/web_832-nas-mont-royal-27.tif.jpg,OPTIMAL 1.60 & OPTIMAL IP 1.60 + Transitions,https://si.france-optique.com/img/gravures/nasal/web_832-nas-mont-royal-27.tif.jpg,"['A', 'N', 'K', '7', '4']",16.58823529411765,1.60,ORG,Fournisseur : MONT-ROYAL,https://www.france-optique.com/gravures/fournisseur=1838
2206,OPTIMAL 1.67 & OPTIMAL IP 1.67 + Transitions,https://si.france-optique.com/img/gravures/nasal/web_832-nas-mont-royal-27.tif.jpg,OPTIMAL 1.67 & OPTIMAL IP 1.67 + Transitions,https://si.france-optique.com/img/gravures/nasal/web_832-nas-mont-royal-27.tif.jpg,"['S', 'i', '+', 'P']",16.58823529411765,1.67,ORG,Fournisseur : MONT-ROYAL,https://www.france-optique.com/gravures/fournisseur=1838
2207,OPTIMAL 1.74,https://si.france-optique.com/img/gravures/nasal/web_832-nas-mont-royal-27.tif.jpg,OPTIMAL 1.67 & OPTIMAL IP 1.67 + Transitions,https://si.france-optique.com/img/gravures/nasal/web_832-nas-mont-royal-27.tif.jpg,"['S', 'i', '+', 'P']",12.766806722689076,1.74,ORG,Fournisseur : MONT-ROYAL,https://www.france-optique.com/gravures/fournisseur=1838
2220,Progressif Forte Puissance VON,https://si.france-optique.com/img/gravures/nasal/web_1925-1227-NK PROGRESSIF 174 Forte Puissance Nasal.tif.jpg,Progressif Forte Puissance VON,https://si.france-optique.com/img/gravures/nasal/web_1925-1227-NK PROGRESSIF 174 Forte Puissance Nasal.tif.jpg,"['D', 'I', 'lune', '6', '7']",16.448979591836736,1.74,ORG,Fournisseur : NIKON VERR ...,https://www.france-optique.com/gravures/fournisseur=561
2225,Presio Balance Z 12/14,https://si.france-optique.com/img/gravures/nasal/web_2011-nas-nikon-BalanceZ5254.tif.jpg,Presio Balance 12/14,https://si.france-optique.com/img/gravures/nasal/web_1864-1428-nas-nikon-Balance5254.tif.jpg,['triangle'],12.306122448979592,1.74,ORG,Fournisseur : NIKON VERR ...,https://www.france-optique.com/gravures/fournisseur=561
2226,Presio Power Z 12/14,https://si.france-optique.com/img/gravures/nasal/web_1884-PZ-5254.tif.jpg,Presio Power Z 12/14,https://si.france-optique.com/img/gravures/nasal/web_1884-PZ-5254.tif.jpg,['s_carre'],16.448979591836736,1.74,ORG,Fournisseur : NIKON VERR ...,https://www.france-optique.com/gravures/fournisseur=561
2227,Presio Master Z 12/14,https://si.france-optique.com/img/gravures/nasal/web_1972-MasterZinfinite-5452.tif.jpg,Presio Master Z 12/14,https://si.france-optique.com/img/gravures/nasal/web_1972-MasterZinfinite-5452.tif.jpg,"['A', 'omega', 'N', 'k', '7', '4']",16.448979591836736,1.74,ORG,Fournisseur : NIKON VERR ...,https://www.france-optique.com/gravures/fournisseur=561
2228,Maximo DS,https://si.france-optique.com/img/gravures/nasal/web_531-nas-bbgr-94.tif.jpg,Maximo DS,https://si.france-optique.com/img/gravures/nasal/web_531-nas-bbgr-94.tif.jpg,['triangle'],16.58823529411765,1.5,ORG,Fournisseur : OPTIC 2000,https://www.france-optique.com/gravures/fournisseur=127
2229,Maximo DS POLY,https://si.france-optique.com/img/gravures/nasal/web_526-nas-bbgr-89.tif.jpg,Maximo DS POLY,https://si.france-optique.com/img/gravures/nasal/web_526-nas-bbgr-89.tif.jpg,"['D', 'I', 'lune', '1', '6']",16.58823529411765,1.591,POLY,Fournisseur : OPTIC 2000,https://www.france-optique.com/gravures/fournisseur=127
2230,Maximo DS 1.6,https://si.france-optique.com/img/gravures/nasal/web_527-nas-bbgr-90.tif.jpg,Maximo DS 1.6,https://si.france-optique.com/img/gravures/nasal/web_527-nas-bbgr-90.tif.jpg,['carré'],16.58823529411765,1.61,ORG,Fournisseur : OPTIC 2000,https://www.france-optique.com/gravures/fournisseur=127
2231,Maximo DS 1.67,https://si.france-optique.com/img/gravures/nasal/web_528-nas-bbgr-91.tif.jpg,Maximo DS 1.67,https://si.france-optique.com/img/gravures/nasal/web_528-nas-bbgr-91.tif.jpg,"['D', 'I', 'soleil', 'P', 'C']",16.58823529411765,1.67,ORG,Fournisseur : OPTIC 2000,https://www.france-optique.com/gravures/fournisseur=127
2232,Maximo M16,https://si.france-optique.com/img/gravures/nasal/web_531-nas-bbgr-94.tif.jpg,Maximo M16,https://si.france-optique.com/img/gravures/nasal/web_531-nas-bbgr-94.tif.jpg,"['D', 'I', 'soleil', 'P', 'C']",16.58823529411765,1.604,MIN,Fournisseur : OPTIC 2000,https://www.france-optique.com/gravures/fournisseur=127
2233,Milado HD (OR15),https://si.france-optique.com/img/gravures/nasal/web_545-nas-bbgr-108.tif.jpg,Milado HD (OR15),https://si.france-optique.com/img/gravures/nasal/web_545-nas-bbgr-108.tif.jpg,['triangle'],16.58823529411765,1.5,ORG,Fournisseur : OPTIC 2000,https://www.france-optique.com/gravures/fournisseur=127
2234,Milado HD POLY,https://si.france-optique.com/img/gravures/nasal/web_547-nas-bbgr-110.tif.jpg,Milado HD POLY,https://si.france-optique.com/img/gravures/nasal/web_547-nas-bbgr-110.tif.jpg,['carré'],16.58823529411765,1.591,POLY,Fournisseur : OPTIC 2000,https://www.france-optique.com/gravures/fournisseur=127
2235,Milado HD 1.6,https://si.france-optique.com/img/gravures/nasal/web_548-nas-bbgr-111.tif.jpg,Milado HD 1.6,https://si.france-optique.com/img/gravures/nasal/web_548-nas-bbgr-111.tif.jpg,['triangle'],16.58823529411765,1.6,ORG,Fournisseur : OPTIC 2000,https://www.france-optique.com/gravures/fournisseur=127
2236,Milado HD 1.67,https://si.france-optique.com/img/gravures/nasal/web_551-nas-bbgr-114.tif.jpg,Milado HD 1.67,https://si.france-optique.com/img/gravures/nasal/web_551-nas-bbgr-114.tif.jpg,['triangle'],16.58823529411765,1.67,ORG,Fournisseur : OPTIC 2000,https://www.france-optique.com/gravures/fournisseur=127
2237,Milado HD Mini (OR15),https://si.france-optique.com/img/gravures/nasal/web_545-nas-bbgr-108.tif.jpg,Milado HD Mini (OR15),https://si.france-optique.com/img/gravures/nasal/web_545-nas-bbgr-108.tif.jpg,['[sl'],16.58823529411765,1.5,ORG,Fournisseur : OPTIC 2000,https://www.france-optique.com/gravures/fournisseur=127
2238,Milado HD Mini POLY,https://si.france-optique.com/img/gravures/nasal/web_547-nas-bbgr-110.tif.jpg,Milado HD Mini POLY,https://si.france-optique.com/img/gravures/nasal/web_547-nas-bbgr-110.tif.jpg,['s1'],16.58823529411765,1.591,ORG,Fournisseur : OPTIC 2000,https://www.france-optique.com/gravures/fournisseur=127
2239,Milado HD Mini 1.6,https://si.france-optique.com/img/gravures/nasal/web_548-nas-bbgr-111.tif.jpg,Milado HD Mini 1.6,https://si.france-optique.com/img/gravures/nasal/web_548-nas-bbgr-111.tif.jpg,['carré'],16.58823529411765,1.6,ORG,Fournisseur : OPTIC 2000,https://www.france-optique.com/gravures/fournisseur=127
2240,Milado HD Mini 1.67,https://si.france-optique.com/img/gravures/nasal/web_551-nas-bbgr-114.tif.jpg,Milado HD Mini 1.67,https://si.france-optique.com/img/gravures/nasal/web_551-nas-bbgr-114.tif.jpg,['triangle'],16.58823529411765,1.67,ORG,Fournisseur : OPTIC 2000,https://www.france-optique.com/gravures/fournisseur=127
2241,Milado Start,https://si.france-optique.com/img/gravures/nasal/web_750-nas-optic2000-01.tif.jpg,Milado Start,https://si.france-optique.com/img/gravures/nasal/web_750-nas-optic2000-01.tif.jpg,"['V', '4', 'l']",16.58823529411765,1.5,ORG,Fournisseur : OPTIC 2000,https://www.france-optique.com/gravures/fournisseur=127
2242,Milado Start Mini,https://si.france-optique.com/img/gravures/nasal/web_753-nas-optic2000-04.tif.jpg,Milado Start Mini,https://si.france-optique.com/img/gravures/nasal/web_753-nas-optic2000-04.tif.jpg,['n_encoche'],16.58823529411765,1.5,ORG,Fournisseur : OPTIC 2000,https://www.france-optique.com/gravures/fournisseur=127
2243,Milado Start 1.6,https://si.france-optique.com/img/gravures/nasal/web_751-nas-optic2000-02.tif.jpg,Milado Start 1.6,https://si.france-optique.com/img/gravures/nasal/web_751-nas-optic2000-02.tif.jpg,"['sigma', '6']",16.58823529411765,1.6,ORG,Fournisseur : OPTIC 2000,https://www.france-optique.com/gravures/fournisseur=127
2244,Milado Start Mini 1.6,https://si.france-optique.com/img/gravures/nasal/web_752-nas-optic2000-03.tif.jpg,Milado Start Mini 1.6,https://si.france-optique.com/img/gravures/nasal/web_752-nas-optic2000-03.tif.jpg,"['sigma', '6', '7']",16.58823529411765,1.6,ORG,Fournisseur : OPTIC 2000,https://www.france-optique.com/gravures/fournisseur=127
2245,Milado Start M16,https://si.france-optique.com/img/gravures/nasal/web_751-nas-optic2000-02.tif.jpg,Milado Start M16,https://si.france-optique.com/img/gravures/nasal/web_751-nas-optic2000-02.tif.jpg,['sigma'],16.58823529411765,1.604,MIN,Fournisseur : OPTIC 2000,https://www.france-optique.com/gravures/fournisseur=127
2246,Vision Ordinateur MD 10 (OR15),https://si.france-optique.com/img/gravures/nasal/web_766-nas-optic2000-17.tif.jpg,Vision Ordinateur MD 10 (OR15),https://si.france-optique.com/img/gravures/nasal/web_766-nas-optic2000-17.tif.jpg,"['balance', '5']",16.58823529411765,1.5,ORG,Fournisseur : OPTIC 2000,https://www.france-optique.com/gravures/fournisseur=127
2247,Vision Ordinateur MD 15 (OR15),https://si.france-optique.com/img/gravures/nasal/web_766-nas-optic2000-17.tif.jpg,Vision Ordinateur MD 15 (OR15),https://si.france-optique.com/img/gravures/nasal/web_766-nas-optic2000-17.tif.jpg,"['balance', 'P']",16.58823529411765,1.5,ORG,Fournisseur : OPTIC 2000,https://www.france-optique.com/gravures/fournisseur=127
2248,Vision Ordinateur MD 20 (OR15),https://si.france-optique.com/img/gravures/nasal/web_766-nas-optic2000-17.tif.jpg,Vision Ordinateur MD 20 (OR15),https://si.france-optique.com/img/gravures/nasal/web_766-nas-optic2000-17.tif.jpg,"['3', 'oeil_a']",16.58823529411765,1.5,ORG,Fournisseur : OPTIC 2000,https://www.france-optique.com/gravures/fournisseur=127
2249,Vision Ordinateur MD 10 1.6,https://si.france-optique.com/img/gravures/nasal/web_766-nas-optic2000-17.tif.jpg,Vision Ordinateur MD 10 1.6,https://si.france-optique.com/img/gravures/nasal/web_766-nas-optic2000-17.tif.jpg,"['E', 'epsilone', 'S']",16.58823529411765,1.6,ORG,Fournisseur : OPTIC 2000,https://www.france-optique.com/gravures/fournisseur=127
2250,Vision Ordinateur MD 15 1.6,https://si.france-optique.com/img/gravures/nasal/web_766-nas-optic2000-17.tif.jpg,Vision Ordinateur MD 15 1.6,https://si.france-optique.com/img/gravures/nasal/web_766-nas-optic2000-17.tif.jpg,"['balance', '5']",16.58823529411765,1.6,ORG,Fournisseur : OPTIC 2000,https://www.france-optique.com/gravures/fournisseur=127
2251,Vision Ordinateur MD 20 1.6,https://si.france-optique.com/img/gravures/nasal/web_766-nas-optic2000-17.tif.jpg,Vision Ordinateur MD 20 1.6,https://si.france-optique.com/img/gravures/nasal/web_766-nas-optic2000-17.tif.jpg,"['balance', 'P']",16.58823529411765,1.6,ORG,Fournisseur : OPTIC 2000,https://www.france-optique.com/gravures/fournisseur=127
2252,Vision Ordinateur PROG (OR15),https://si.france-optique.com/img/gravures/nasal/web_767-nas-optic2000-18.tif.jpg,Vision Ordinateur PROG (OR15),https://si.france-optique.com/img/gravures/nasal/web_767-nas-optic2000-18.tif.jpg,"['balance', '6']",16.58823529411765,1.5,ORG,Fournisseur : OPTIC 2000,https://www.france-optique.com/gravures/fournisseur=127
2253,Vision Ordinateur PROG 1.6,https://si.france-optique.com/img/gravures/nasal/web_767-nas-optic2000-18.tif.jpg,Vision Ordinateur PROG 1.6,https://si.france-optique.com/img/gravures/nasal/web_767-nas-optic2000-18.tif.jpg,"['m_symbol', 'Z', 'N', '1', '2', '/', 'N', '1', '4']",16.58823529411765,1.6,ORG,Fournisseur : OPTIC 2000,https://www.france-optique.com/gravures/fournisseur=127
2254,Melodio Plus,https://si.france-optique.com/img/gravures/nasal/web_768-nas-optic2000-19.tif.jpg,Melodio Plus,https://si.france-optique.com/img/gravures/nasal/web_768-nas-optic2000-19.tif.jpg,"['m_symbol', 'Z', 'N', '3', '2', '/', 'N', '3', '4']",16.58823529411765,1.5,ORG,Fournisseur : OPTIC 2000,https://www.france-optique.com/gravures/fournisseur=127
2255,Melodio Plus POLY,https://si.france-optique.com/img/gravures/nasal/web_769-nas-optic2000-20.tif.jpg,Melodio Plus POLY,https://si.france-optique.com/img/gravures/nasal/web_769-nas-optic2000-20.tif.jpg,"['2', 'coureur']",16.58823529411765,1.591,POLY,Fournisseur : OPTIC 2000,https://www.france-optique.com/gravures/fournisseur=127
2256,Melodio Plus 1.6,https://si.france-optique.com/img/gravures/nasal/web_770-nas-optic2000-21.tif.jpg,Melodio Plus 1.6,https://si.france-optique.com/img/gravures/nasal/web_770-nas-optic2000-21.tif.jpg,"['3', 'coureur']",16.58823529411765,1.6,ORG,Fournisseur : OPTIC 2000,https://www.france-optique.com/gravures/fournisseur=127
2257,Melodio Plus 1.67,https://si.france-optique.com/img/gravures/nasal/web_771-nas-optic2000-22.tif.jpg,Melodio Plus 1.67,https://si.france-optique.com/img/gravures/nasal/web_771-nas-optic2000-22.tif.jpg,"['M', '1', 'l']",16.58823529411765,1.67,ORG,Fournisseur : OPTIC 2000,https://www.france-optique.com/gravures/fournisseur=127
2258,Melodio Plus 1.74,https://si.france-optique.com/img/gravures/nasal/web_772-nas-optic2000-23.tif.jpg,Melodio Plus 1.74,https://si.france-optique.com/img/gravures/nasal/web_772-nas-optic2000-23.tif.jpg,"['M', '1', 'l']",16.58823529411765,1.74,ORG,Fournisseur : OPTIC 2000,https://www.france-optique.com/gravures/fournisseur=127
2259,Melodio Plus Mini,https://si.france-optique.com/img/gravures/nasal/web_773-nas-optic2000-24.tif.jpg,Melodio Plus Mini,https://si.france-optique.com/img/gravures/nasal/web_773-nas-optic2000-24.tif.jpg,"['M', 'D', '4', 'l']",16.58823529411765,1.5,ORG,Fournisseur : OPTIC 2000,https://www.france-optique.com/gravures/fournisseur=127
2260,Melodio Plus Mini POLY,https://si.france-optique.com/img/gravures/nasal/web_774-nas-optic2000-25.tif.jpg,Melodio Plus Mini POLY,https://si.france-optique.com/img/gravures/nasal/web_774-nas-optic2000-25.tif.jpg,"['T', 'tortue']",16.58823529411765,1.591,POLY,Fournisseur : OPTIC 2000,https://www.france-optique.com/gravures/fournisseur=127
2261,Melodio Plus Mini 1.6,https://si.france-optique.com/img/gravures/nasal/web_775-nas-optic2000-26.tif.jpg,Melodio Plus Mini 1.6,https://si.france-optique.com/img/gravures/nasal/web_775-nas-optic2000-26.tif.jpg,"['P', 'tortue']",16.58823529411765,1.6,ORG,Fournisseur : OPTIC 2000,https://www.france-optique.com/gravures/fournisseur=127
2262,Melodio Plus Mini 1.67,https://si.france-optique.com/img/gravures/nasal/web_776-nas-optic2000-27.tif.jpg,Melodio Plus Mini 1.67,https://si.france-optique.com/img/gravures/nasal/web_776-nas-optic2000-27.tif.jpg,"['M', 'D', '4', 'l']",16.58823529411765,1.67,ORG,Fournisseur : OPTIC 2000,https://www.france-optique.com/gravures/fournisseur=127
2263,Melodio Plus Mini 1.74,https://si.france-optique.com/img/gravures/nasal/web_777-nas-optic2000-28.tif.jpg,Melodio Plus Mini 1.74,https://si.france-optique.com/img/gravures/nasal/web_777-nas-optic2000-28.tif.jpg,"['n', '5']",16.58823529411765,1.74,ORG,Fournisseur : OPTIC 2000,https://www.france-optique.com/gravures/fournisseur=127
2264,Melodio Plus Mio,https://si.france-optique.com/img/gravures/nasal/web_778-nas-optic2000-29.tif.jpg,Melodio Plus Mio,https://si.france-optique.com/img/gravures/nasal/web_778-nas-optic2000-29.tif.jpg,['ordi'],16.58823529411765,1.5,ORG,Fournisseur : OPTIC 2000,https://www.france-optique.com/gravures/fournisseur=127
2265,Melodio Plus Mio POLY,https://si.france-optique.com/img/gravures/nasal/web_782-nas-optic2000-33.tif.jpg,Melodio Plus Mio POLY,https://si.france-optique.com/img/gravures/nasal/web_782-nas-optic2000-33.tif.jpg,"['S', 'P']",16.58823529411765,1.591,POLY,Fournisseur : OPTIC 2000,https://www.france-optique.com/gravures/fournisseur=127
2266,Melodio Plus Mio 1.6,https://si.france-optique.com/img/gravures/nasal/web_781-nas-optic2000-32.tif.jpg,Melodio Plus Mio 1.6,https://si.france-optique.com/img/gravures/nasal/web_781-nas-optic2000-32.tif.jpg,"['M', 'D', '1', 'l']",16.58823529411765,1.6,ORG,Fournisseur : OPTIC 2000,https://www.france-optique.com/gravures/fournisseur=127
2267,Melodio Plus Mio 1.67,https://si.france-optique.com/img/gravures/nasal/web_780-nas-optic2000-31.tif.jpg,Melodio Plus Mio 1.67,https://si.france-optique.com/img/gravures/nasal/web_780-nas-optic2000-31.tif.jpg,"['E', 'epsilone', 'S']",16.58823529411765,1.67,ORG,Fournisseur : OPTIC 2000,https://www.france-optique.com/gravures/fournisseur=127
2268,Melodio Plus Mio 1.74,https://si.france-optique.com/img/gravures/nasal/web_779-nas-optic2000-30.tif.jpg,Melodio Plus Mio 1.74,https://si.france-optique.com/img/gravures/nasal/web_779-nas-optic2000-30.tif.jpg,"['S', 'P']",16.58823529411765,1.74,ORG,Fournisseur : OPTIC 2000,https://www.france-optique.com/gravures/fournisseur=127
2269,Mediato Plus,https://si.france-optique.com/img/gravures/nasal/web_1685-783-nas-optic2000-34.tif.jpg,Mediato Plus Mio,https://si.france-optique.com/img/gravures/nasal/web_784-nas-optic2000-35.tif.jpg,"['M', '1', 'l']",12.159663865546218,1.5,ORG,Fournisseur : OPTIC 2000,https://www.france-optique.com/gravures/fournisseur=127
2270,Mediato Plus POLY,https://si.france-optique.com/img/gravures/nasal/web_487-nas-bbgr-50.tif.jpg,Mediato Plus POLY,https://si.france-optique.com/img/gravures/nasal/web_487-nas-bbgr-50.tif.jpg,"['E', 'epsilone', 'S']",16.58823529411765,1.591,POLY,Fournisseur : OPTIC 2000,https://www.france-optique.com/gravures/fournisseur=127
2272,NeoPerfect ZEN / NeoPerfect ZEN UV Clear / NeoPerfect ZEN Blue Clear / NeoPerfect ZEN Transitions TM Gen S® / NeoPerfect ZEN Transitions TM XTRActive®,https://si.france-optique.com/img/gravures/nasal/web_369-nas-novacel-34.tif.jpg,NeoPerfect ZEN / NeoPerfect ZEN UV Clear / NeoPerfect ZEN Blue Clear / NeoPerfect ZEN Transitions TM Gen S® / NeoPerfect ZEN Transitions TM XTRActive®,https://si.france-optique.com/img/gravures/nasal/web_369-nas-novacel-34.tif.jpg,"['vcercle', 'I', 'w', 'B']",16.5,1.6,ORG,Fournisseur : NOVACEL,https://www.france-optique.com/gravures/fournisseur=711
2290,Epsy 150 UV 400,https://si.france-optique.com/img/gravures/nasal/web_852-oph-com_2019.tif.jpg,Epsy 150 UV 400,https://si.france-optique.com/img/gravures/nasal/web_852-oph-com_2019.tif.jpg,"['E', 'epsilone', 'S']",16.425531914893618,1.50,ORG,Fournisseur : OPHTALMIC  ...,https://www.france-optique.com/gravures/fournisseur=2395
2293,Progressif VON,https://si.france-optique.com/img/gravures/nasal/web_1218-Engraving Classe A NK PROGRESSIF 174 Nasal.tif.jpg,Progressif VON,https://si.france-optique.com/img/gravures/nasal/web_1218-Engraving Classe A NK PROGRESSIF 174 Nasal.tif.jpg,"['+', 'oeilprofil', 'P']",16.448979591836736,1.74,ORG,Fournisseur : NIKON VERR ...,https://www.france-optique.com/gravures/fournisseur=561
