verre_id,glass_name,source_url,nasal_engraving,glass_index,material,glass_supplier_name,tags
952,I'Vision® WIDR® Formula 2 Drive Regular,https://www.france-optique.com/gravures/fournisseur=789,https://si.france-optique.com/img/gravures/nasal/web_1834-nas-optovision-VWD2.tif.jpg,pas d'indice,Orgalit©,OPTOVISION GmbH,"[""PDA""]"
953,"SEIKO EMBLEM XtraWide/ FR 1,50 Bl./Sens./Pola.",https://www.france-optique.com/gravures/fournisseur=1407,https://si.france-optique.com/img/gravures/nasal/web_271-nas-seiko-05.tif.jpg,1.50,ORG,SEIKO OPTICAL FRANCE,"[""PDA""]"
955,"Attitude III Sport 18 1,6 Transitions®",https://www.france-optique.com/gravures/fournisseur=2397,https://si.france-optique.com/img/gravures/nasal/web_158-nas-shamir-13.tif.jpg,1.6,ORG,SHAMIR FRANCE,"[""PDA""]"
956,I'Vision® WIDR® Formula 2 Drive Medium,https://www.france-optique.com/gravures/fournisseur=789,https://si.france-optique.com/img/gravures/nasal/web_1834-nas-optovision-VWD2.tif.jpg,pas d'indice,Orgalit©,OPTOVISION GmbH,"[""PDA""]"
957,"SEIKO SYNERGY Xtra 1,74 IP+ Bl.",https://www.france-optique.com/gravures/fournisseur=1407,https://si.france-optique.com/img/gravures/nasal/web_267-nas-seiko-01.tif.jpg,1.74,ORG,SEIKO OPTICAL FRANCE,"[""PDA""]"
958,"SEIKO SYNERGY Xtra / FR 1,67 IP+ Bl./Sens./PolarT.",https://www.france-optique.com/gravures/fournisseur=1407,https://si.france-optique.com/img/gravures/nasal/web_268-nas-seiko-02.tif.jpg,1.67,ORG,SEIKO OPTICAL FRANCE,"[""PER""]"
959,"Attitude III Fashion 15 & 18 1,67",https://www.france-optique.com/gravures/fournisseur=2397,https://si.france-optique.com/img/gravures/nasal/web_213-nas-shamir-66.tif.jpg,1.67,ORG,SHAMIR FRANCE,"[""PER""]"
960,I'Vision® WIDR® Formula 2 Drive Short,https://www.france-optique.com/gravures/fournisseur=789,https://si.france-optique.com/img/gravures/nasal/web_1834-nas-optovision-VWD2.tif.jpg,pas d'indice,Orgalit©,OPTOVISION GmbH,"[""PER""]"
961,"SEIKO SYNERGY Xtra / FR 1,60 IP+ Bl./Sens./PolarT.",https://www.france-optique.com/gravures/fournisseur=1407,https://si.france-optique.com/img/gravures/nasal/web_270-nas-seiko-04.tif.jpg,1.60,ORG,SEIKO OPTICAL FRANCE,"[""PER7""]"
962,"Attitude III Fashion 15 & 18 1,67 Transitions®",https://www.france-optique.com/gravures/fournisseur=2397,https://si.france-optique.com/img/gravures/nasal/web_214-nas-shamir-67.tif.jpg,1.67,ORG,SHAMIR FRANCE,"[""PER7""]"
963,I'Vision® WIDR® Formula 2 Drive Flex,https://www.france-optique.com/gravures/fournisseur=789,https://si.france-optique.com/img/gravures/nasal/web_1834-nas-optovision-VWD2.tif.jpg,pas d'indice,Orgalit©,OPTOVISION GmbH,"[""PER7""]"
964,"SEIKO SYNERGY Xtra / FR 1,50 Bl./Sens./Pola.",https://www.france-optique.com/gravures/fournisseur=1407,https://si.france-optique.com/img/gravures/nasal/web_271-nas-seiko-05.tif.jpg,1.50,ORG,SEIKO OPTICAL FRANCE,"[""PER7""]"
965,Attitude III Fashion 15 & 18 Poly,https://www.france-optique.com/gravures/fournisseur=2397,https://si.france-optique.com/img/gravures/nasal/web_217-nas-shamir-70.tif.jpg,1.59,POLY,SHAMIR FRANCE,"[""PER7""]"
966,I'Vision® WIDR® Formula 2 Drive Individuel,https://www.france-optique.com/gravures/fournisseur=789,https://si.france-optique.com/img/gravures/nasal/web_1834-nas-optovision-VWD2.tif.jpg,pas d'indice,Orgalit©,OPTOVISION GmbH,"[""MYO""]"
967,SEIKO INDOOR 200 1.74 IP+ Bl.,https://www.france-optique.com/gravures/fournisseur=1407,https://si.france-optique.com/img/gravures/nasal/web_267-nas-seiko-01.tif.jpg,1.74,ORG,SEIKO OPTICAL FRANCE,"[""MYO""]"
968,Attitude III Fashion 15 & 18 Poly Transitions®,https://www.france-optique.com/gravures/fournisseur=2397,https://si.france-optique.com/img/gravures/nasal/web_218-nas-shamir-71.tif.jpg,1.59,POLY,SHAMIR FRANCE,"[""MYO""]"
969,O'Design® WIDR® Regular,https://www.france-optique.com/gravures/fournisseur=789,https://si.france-optique.com/img/gravures/nasal/web_1965-nas-optovision-DW1.tif.jpg,pas d'indice,Orgalit©,OPTOVISION GmbH,"[""MYO""]"
970,SEIKO INDOOR 200 / FR 1.67 IP+ Bl.,https://www.france-optique.com/gravures/fournisseur=1407,https://si.france-optique.com/img/gravures/nasal/web_268-nas-seiko-02.tif.jpg,1.67,ORG,SEIKO OPTICAL FRANCE,"[""MYO""]"
971,Attitude III Fashion 15 & 18 Poly Polarized,https://www.france-optique.com/gravures/fournisseur=2397,https://si.france-optique.com/img/gravures/nasal/web_222-nas-shamir-75.tif.jpg,1.59,POLY,SHAMIR FRANCE,"[""PER""]"
972,O'Design® WIDR® Medium,https://www.france-optique.com/gravures/fournisseur=789,https://si.france-optique.com/img/gravures/nasal/web_1965-nas-optovision-DW1.tif.jpg,pas d'indice,Orgalit©,OPTOVISION GmbH,"[""vcercle"", ""I"", ""N""]"
973,SEIKO INDOOR 200 / FR 1.60 IP+ Bl.,https://www.france-optique.com/gravures/fournisseur=1407,https://si.france-optique.com/img/gravures/nasal/web_270-nas-seiko-04.tif.jpg,1.60,ORG,SEIKO OPTICAL FRANCE,"[""vcercle"", ""I"", ""N"", ""=""]"
974,Attitude III Fashion 15 & 18 Poly Color,https://www.france-optique.com/gravures/fournisseur=2397,https://si.france-optique.com/img/gravures/nasal/web_223-nas-shamir-76.tif.jpg,1.59,POLY,SHAMIR FRANCE,"[""vcercle"", ""I"", ""N"", ""-""]"
