id,nom_verre,materiaux,indice,fournisseur,gravure_nasale,source_url,created_at
768,Pulseo 03 OR167,Organique,1.67,Produits optiques : BBGR OPTIQUE,https://si.france-optique.com/img/gravures/nasal/web_580-nas-bbgr-133.tif.jpg,https://www.france-optique.com/fournisseur/1344-bbgr-optique/gravures,2025-06-13 13:26:45.496666
769,Pulseo 06 OR167,Organique,1.67,Produits optiques : BBGR OPTIQUE,https://si.france-optique.com/img/gravures/nasal/web_580-nas-bbgr-133.tif.jpg,https://www.france-optique.com/fournisseur/1344-bbgr-optique/gravures,2025-06-13 13:26:45.506666
770,Pulseo 09 OR167,Organique,1.67,Produits optiques : BBGR OPTIQUE,https://si.france-optique.com/img/gravures/nasal/web_580-nas-bbgr-133.tif.jpg,https://www.france-optique.com/fournisseur/1344-bbgr-optique/gravures,2025-06-13 13:26:45.520000
771,Pulseo 03 OR174,Organique,1.74,Produits optiques : BBGR OPTIQUE,https://si.france-optique.com/img/gravures/nasal/web_582-nas-bbgr-135.tif.jpg,https://www.france-optique.com/fournisseur/1344-bbgr-optique/gravures,2025-06-13 13:26:45.530000
772,Pulseo 06 OR174,Organique,1.74,Produits optiques : BBGR OPTIQUE,https://si.france-optique.com/img/gravures/nasal/web_582-nas-bbgr-135.tif.jpg,https://www.france-optique.com/fournisseur/1344-bbgr-optique/gravures,2025-06-13 13:26:45.543333
773,Pulseo 09 OR174,Organique,1.74,Produits optiques : BBGR OPTIQUE,https://si.france-optique.com/img/gravures/nasal/web_582-nas-bbgr-135.tif.jpg,https://www.france-optique.com/fournisseur/1344-bbgr-optique/gravures,2025-06-13 13:26:45.553333
774,Aspheo OR15,Organique,1.5,Produits optiques : BBGR OPTIQUE,https://si.france-optique.com/img/gravures/nasal/web_567-nas-nikon-38.tif.jpg,https://www.france-optique.com/fournisseur/1344-bbgr-optique/gravures,2025-06-13 13:26:45.566666
775,Aspheo Tilium,Polycarbonate,1.59,Produits optiques : BBGR OPTIQUE,https://si.france-optique.com/img/gravures/nasal/web_568-nas-nikon-39.tif.jpg,https://www.france-optique.com/fournisseur/1344-bbgr-optique/gravures,2025-06-13 13:26:45.576666
776,Aspheo OR16,Organique,1.6,Produits optiques : BBGR OPTIQUE,https://si.france-optique.com/img/gravures/nasal/web_569-nas-nikon-40.tif.jpg,https://www.france-optique.com/fournisseur/1344-bbgr-optique/gravures,2025-06-13 13:26:45.590000
777,Aspheo OR167,Organique,1.67,Produits optiques : BBGR OPTIQUE,https://si.france-optique.com/img/gravures/nasal/web_570-nas-nikon-41.tif.jpg,https://www.france-optique.com/fournisseur/1344-bbgr-optique/gravures,2025-06-13 13:26:45.600000
778,Impression B.I.G. EXACT Mono 1.5,ORG,1.5,RODENSTOCK,65 50,https://www.france-optique.com/gravures/fournisseur=2069,2025-06-13 13:26:45.610000
779,Aspheo OR174,Organique,1.74,Produits optiques : BBGR OPTIQUE,https://si.france-optique.com/img/gravures/nasal/web_571-nas-nikon-42.tif.jpg,https://www.france-optique.com/fournisseur/1344-bbgr-optique/gravures,2025-06-13 13:26:45.620000
780,Aspheo PdM OR15,Organique,1.5,Produits optiques : BBGR OPTIQUE,https://si.france-optique.com/img/gravures/nasal/web_572-nas-nikon-43.tif.jpg,https://www.france-optique.com/fournisseur/1344-bbgr-optique/gravures,2025-06-13 13:26:45.633333
781,Aspheo PdM Tilium,Polycarbonate,1.59,Produits optiques : BBGR OPTIQUE,https://si.france-optique.com/img/gravures/nasal/web_573-nas-nikon-44.tif.jpg,https://www.france-optique.com/fournisseur/1344-bbgr-optique/gravures,2025-06-13 13:26:45.646666
782,Aspheo PdM OR16,Organique,1.6,Produits optiques : BBGR OPTIQUE,https://si.france-optique.com/img/gravures/nasal/web_574-nas-nikon-45.tif.jpg,https://www.france-optique.com/fournisseur/1344-bbgr-optique/gravures,2025-06-13 13:26:45.656666
783,Aspheo PdM OR167,Organique,1.67,Produits optiques : BBGR OPTIQUE,https://si.france-optique.com/img/gravures/nasal/web_575-nas-nikon-46.tif.jpg,https://www.france-optique.com/fournisseur/1344-bbgr-optique/gravures,2025-06-13 13:26:45.666666
784,Aspheo PdM OR174,Organique,1.74,Produits optiques : BBGR OPTIQUE,https://si.france-optique.com/img/gravures/nasal/web_576-nas-nikon-47.tif.jpg,https://www.france-optique.com/fournisseur/1344-bbgr-optique/gravures,2025-06-13 13:26:45.676666
785,Progressif OR15,ORG,1.5,Produits optiques : BBGR OPTIQUE,https://si.france-optique.com/img/gravures/nasal/web_1197-Engraving Classe A BBGR PROGRESSIF 15 Nasal.tif.jpg,https://www.france-optique.com/fournisseur/1344-bbgr-optique/gravures,2025-06-13 13:26:45.690000
786,Progressif OR16,ORG,1.6,Produits optiques : BBGR OPTIQUE,https://si.france-optique.com/img/gravures/nasal/web_1199-Engraving Classe A BBGR PROGRESSIF 16 Nasal.tif.jpg,https://www.france-optique.com/fournisseur/1344-bbgr-optique/gravures,2025-06-13 13:26:45.700000
787,Progressif OR167,ORG,1.67,Produits optiques : BBGR OPTIQUE,https://si.france-optique.com/img/gravures/nasal/web_1206-Engraving Classe A BBGR PROGRESSIF 167 Nasal.tif.jpg,https://www.france-optique.com/fournisseur/1344-bbgr-optique/gravures,2025-06-13 13:26:45.713333
788,Progressif OR174,ORG,1.74,Produits optiques : BBGR OPTIQUE,https://si.france-optique.com/img/gravures/nasal/web_1208-Engraving Classe A BBGR PROGRESSIF 174 Nasal.tif.jpg,https://www.france-optique.com/fournisseur/1344-bbgr-optique/gravures,2025-06-13 13:26:45.723333
789,Progressif Forte Puissance OR15,ORG,1.5,Produits optiques : BBGR OPTIQUE,https://si.france-optique.com/img/gravures/nasal/web_1211-BBGR PROGRESSIF 15 Forte Puissance Nasal.tif.jpg,https://www.france-optique.com/fournisseur/1344-bbgr-optique/gravures,2025-06-13 13:26:45.736666
790,Progressif Forte Puissance OR174,ORG,1.74,Produits optiques : BBGR OPTIQUE,https://si.france-optique.com/img/gravures/nasal/web_1210-BBGR PROGRESSIF 174 Forte Puissance Nasal.tif.jpg,https://www.france-optique.com/fournisseur/1344-bbgr-optique/gravures,2025-06-13 13:26:45.750000
791,Mi-distance OR15,ORG,1.5,Produits optiques : BBGR OPTIQUE,https://si.france-optique.com/img/gravures/nasal/web_1203-Engraving Classe A BBGR MIDISTANCE 15 Nasal.tif.jpg,https://www.france-optique.com/fournisseur/1344-bbgr-optique/gravures,2025-06-13 13:26:45.763333
792,Mi-distance OR16,ORG,1.6,Produits optiques : BBGR OPTIQUE,https://si.france-optique.com/img/gravures/nasal/web_1204-Engraving Classe A BBGR MIDISTANCE 16 Nasal.tif.jpg,https://www.france-optique.com/fournisseur/1344-bbgr-optique/gravures,2025-06-13 13:26:45.773333
793,K Sport 1.67,ORG,1.67,K OPTICAL,KS 1.67,https://www.france-optique.com/gravures/fournisseur=2217,2025-06-13 13:26:45.786666
794,Varilux Digitime Mid Fit Orma Eye Protect System,ORG,1.5,Fournisseur : ESSILOR FR ...,https://si.france-optique.com/img/gravures/nasal/web_2030-677-nas-essilor-62.tif.jpg,https://www.france-optique.com/gravures/fournisseur=521,2025-06-13 13:26:45.800000
795,Impression B.I.G. EXACT Mono 1.6,ORG,1.6,RODENSTOCK,65 60,https://www.france-optique.com/gravures/fournisseur=2069,2025-06-13 13:26:45.810000
796,Impression B.I.G. EXACT Mono 1.67,ORG,1.67,RODENSTOCK,65 67,https://www.france-optique.com/gravures/fournisseur=2069,2025-06-13 13:26:45.820000
797,Impression B.I.G. EXACT Mono 1.74,ORG,1.74,RODENSTOCK,65 74,https://www.france-optique.com/gravures/fournisseur=2069,2025-06-13 13:26:45.836666
798,Impression B.I.G. NORM Mono Plus 1.5,ORG,1.5,RODENSTOCK,65 50,https://www.france-optique.com/gravures/fournisseur=2069,2025-06-13 13:26:45.850000
799,Impression B.I.G. NORM Mono Plus 1.6,ORG,1.6,RODENSTOCK,65 60,https://www.france-optique.com/gravures/fournisseur=2069,2025-06-13 13:26:45.860000
800,Impression B.I.G. NORM Mono Plus 1.67,ORG,1.67,RODENSTOCK,65 67,https://www.france-optique.com/gravures/fournisseur=2069,2025-06-13 13:26:45.873333
801,Impression B.I.G. NORM Mono Plus 1.74,ORG,1.74,RODENSTOCK,65 74,https://www.france-optique.com/gravures/fournisseur=2069,2025-06-13 13:26:45.883333
802,Impression B.I.G. EXACT Mono Plus 1.5,ORG,1.5,RODENSTOCK,65 50,https://www.france-optique.com/gravures/fournisseur=2069,2025-06-13 13:26:45.893333
803,Impression B.I.G. EXACT Mono Plus 1.6,ORG,1.6,RODENSTOCK,65 60,https://www.france-optique.com/gravures/fournisseur=2069,2025-06-13 13:26:45.906666
804,Impression B.I.G. EXACT Mono Plus 1.67,ORG,1.67,RODENSTOCK,65 67,https://www.france-optique.com/gravures/fournisseur=2069,2025-06-13 13:26:45.920000
805,Impression B.I.G. EXACT Mono Plus 1.74,ORG,1.74,RODENSTOCK,65 74,https://www.france-optique.com/gravures/fournisseur=2069,2025-06-13 13:26:45.933333
806,Multigressiv B.I.G. NORM Mono 1.5,ORG,1.5,RODENSTOCK,65 50,https://www.france-optique.com/gravures/fournisseur=2069,2025-06-13 13:26:45.943333
807,Multigressiv B.I.G. NORM Mono 1.6,ORG,1.6,RODENSTOCK,65 60,https://www.france-optique.com/gravures/fournisseur=2069,2025-06-13 13:26:45.956666
808,Multigressiv B.I.G. NORM Mono 1.67,ORG,1.67,RODENSTOCK,65 67,https://www.france-optique.com/gravures/fournisseur=2069,2025-06-13 13:26:45.960000
809,Multigressiv B.I.G. NORM Mono 1.74,ORG,1.74,RODENSTOCK,65 74,https://www.france-optique.com/gravures/fournisseur=2069,2025-06-13 13:26:45.973333
810,Multigressiv B.I.G. EXACT Mono 1.5,ORG,1.5,RODENSTOCK,65 50,https://www.france-optique.com/gravures/fournisseur=2069,2025-06-13 13:26:45.983333
811,Multigressiv B.I.G. EXACT Mono 1.6,ORG,1.6,RODENSTOCK,65 60,https://www.france-optique.com/gravures/fournisseur=2069,2025-06-13 13:26:45.993333
812,Multigressiv B.I.G. EXACT Mono 1.67,ORG,1.67,RODENSTOCK,65 67,https://www.france-optique.com/gravures/fournisseur=2069,2025-06-13 13:26:46.006666
813,Multigressiv B.I.G. EXACT Mono 1.74,ORG,1.74,RODENSTOCK,65 74,https://www.france-optique.com/gravures/fournisseur=2069,2025-06-13 13:26:46.016666
814,Multigressiv B.I.G. NORM Mono Plus 1.5,ORG,1.5,RODENSTOCK,65 50,https://www.france-optique.com/gravures/fournisseur=2069,2025-06-13 13:26:46.030000
815,Multigressiv B.I.G. NORM Mono Plus 1.6,ORG,1.6,RODENSTOCK,65 60,https://www.france-optique.com/gravures/fournisseur=2069,2025-06-13 13:26:46.043333
816,Multigressiv B.I.G. NORM Mono Plus 1.67,ORG,1.67,RODENSTOCK,65 67,https://www.france-optique.com/gravures/fournisseur=2069,2025-06-13 13:26:46.056666
817,Multigressiv B.I.G. NORM Mono Plus 1.74,ORG,1.74,RODENSTOCK,65 74,https://www.france-optique.com/gravures/fournisseur=2069,2025-06-13 13:26:46.076666
818,Multigressiv B.I.G. EXACT Mono Plus 1.5,ORG,1.5,RODENSTOCK,65 50,https://www.france-optique.com/gravures/fournisseur=2069,2025-06-13 13:26:46.086666
819,Multigressiv B.I.G. EXACT Mono Plus 1.6,ORg,1.6,RODENSTOCK,65 60,https://www.france-optique.com/gravures/fournisseur=2069,2025-06-13 13:26:46.100000
820,Multigressiv B.I.G. EXACT Mono Plus 1.67,ORG,1.67,RODENSTOCK,65 67,https://www.france-optique.com/gravures/fournisseur=2069,2025-06-13 13:26:46.113333
821,Multigressiv B.I.G. EXACT Mono Plus 1.74,ORG,1.74,RODENSTOCK,65 74,https://www.france-optique.com/gravures/fournisseur=2069,2025-06-13 13:26:46.126666
822,Cosmolit B.I.G. NORM Mono 1.5,ORG,1.5,RODENSTOCK,65 50,https://www.france-optique.com/gravures/fournisseur=2069,2025-06-13 13:26:46.136666
823,Cosmolit B.I.G. NORM Mono 1.6,ORG,1.6,RODENSTOCK,65 60,https://www.france-optique.com/gravures/fournisseur=2069,2025-06-13 13:26:46.150000
824,Cosmolit B.I.G. NORM Mono 1.67,ORG,1.67,RODENSTOCK,65 67,https://www.france-optique.com/gravures/fournisseur=2069,2025-06-13 13:26:46.160000
825,Cosmolit B.I.G. NORM Mono 1.74,ORG,1.74,RODENSTOCK,65 74,https://www.france-optique.com/gravures/fournisseur=2069,2025-06-13 13:26:46.170000
826,Cosmolit B.I.G. EXACT Mono 1.5,ORG,1.5,RODENSTOCK,65 50,https://www.france-optique.com/gravures/fournisseur=2069,2025-06-13 13:26:46.183333
827,Cosmolit B.I.G. EXACT Mono 1.6,ORG,1.6,RODENSTOCK,65 60,https://www.france-optique.com/gravures/fournisseur=2069,2025-06-13 13:26:46.196666
828,Cosmolit B.I.G. EXACT Mono 1.67,ORG,1.67,RODENSTOCK,65 67,https://www.france-optique.com/gravures/fournisseur=2069,2025-06-13 13:26:46.206666
829,Cosmolit B.I.G. EXACT Mono 1.74,ORG,1.74,RODENSTOCK,65 74,https://www.france-optique.com/gravures/fournisseur=2069,2025-06-13 13:26:46.220000
830,Informance ONE INFINITE ColorMatic 3 1.54,ORG,1.54,RODENSTOCK,45 54,https://www.france-optique.com/gravures/fournisseur=2069,2025-06-13 13:26:46.233333
831,Informance ONE FREE ColorMatic 3 1.54,ORG,1.54,RODENSTOCK,45 54,https://www.france-optique.com/gravures/fournisseur=2069,2025-06-13 13:26:46.246666
832,Cosmolit B.I.G. NORM Mono Plus 1.5,ORG,1.5,RODENSTOCK,65 50,https://www.france-optique.com/gravures/fournisseur=2069,2025-06-13 13:26:46.256666
833,Cosmolit B.I.G. NORM Mono Plus 1.6,ORG,1.6,RODENSTOCK,65 60,https://www.france-optique.com/gravures/fournisseur=2069,2025-06-13 13:26:46.266666
834,Cosmolit B.I.G. NORM Mono Plus 1.67,ORG,1.67,RODENSTOCK,65 67,https://www.france-optique.com/gravures/fournisseur=2069,2025-06-13 13:26:46.280000
835,Cosmolit B.I.G. NORM Mono Plus 1.74,ORG,1.74,RODENSTOCK,65 74,https://www.france-optique.com/gravures/fournisseur=2069,2025-06-13 13:26:46.290000
836,Cosmolit B.I.G. EXACT Mono Plus 1.5,ORG,1.5,RODENSTOCK,65 50,https://www.france-optique.com/gravures/fournisseur=2069,2025-06-13 13:26:46.303333
837,Cosmolit B.I.G. EXACT Mono Plus 1.6,ORG,1.6,RODENSTOCK,65 60,https://www.france-optique.com/gravures/fournisseur=2069,2025-06-13 13:26:46.316666
838,Cosmolit B.I.G. EXACT Mono Plus 1.67,ORG,1.67,RODENSTOCK,65 67,https://www.france-optique.com/gravures/fournisseur=2069,2025-06-13 13:26:46.326666
839,Cosmolit B.I.G. EXACT Mono Plus 1.74,ORG,1.74,RODENSTOCK,65 74,https://www.france-optique.com/gravures/fournisseur=2069,2025-06-13 13:26:46.340000
840,Impression B.I.G. NORM Mono Sport 1.5,ORG,1.5,RODENSTOCK,65 50,https://www.france-optique.com/gravures/fournisseur=2069,2025-06-13 13:26:46.350000
841,Impression B.I.G. NORM Mono Sport 1.6,ORG,1.6,RODENSTOCK,65 60,https://www.france-optique.com/gravures/fournisseur=2069,2025-06-13 13:26:46.363333
842,Impression B.I.G. NORM Mono Sport 1.67,ORG,1.67,RODENSTOCK,65 67,https://www.france-optique.com/gravures/fournisseur=2069,2025-06-13 13:26:46.376666
843,Impression B.I.G. EXACT Mono Sport 1.5,ORG,1.5,RODENSTOCK,65 50,https://www.france-optique.com/gravures/fournisseur=2069,2025-06-13 13:26:46.390000
844,Impression B.I.G. EXACT Mono Sport 1.6,ORG,1.6,RODENSTOCK,65 60,https://www.france-optique.com/gravures/fournisseur=2069,2025-06-13 13:26:46.400000
845,"SEIKO PRIME Xceed 1,74 IP+ Bl.",ORG,1.74,SEIKO OPTICAL FRANCE,https://si.france-optique.com/img/gravures/nasal/web_267-nas-seiko-01.tif.jpg,https://www.france-optique.com/gravures/fournisseur=1407,2025-06-13 13:26:46.413333
846,"VARIOVID® Cat.4 Blanc, ESM, Transitions®, Transitions® XTRActive™, Polarisant",ORG,1.5,,https://si.france-optique.com/img/gravures/nasal/web_1824-nas-leica-V4L.tif.jpg,https://www.france-optique.com/gravures/fournisseur=2532,2025-06-13 13:26:46.426666
847,"VARIOVID® Cat.4 Blanc, ESM, Transitions®, Transitions® XTRActive™, Polarisant",ORG,1.6,,https://si.france-optique.com/img/gravures/nasal/web_1824-nas-leica-V4L.tif.jpg,https://www.france-optique.com/gravures/fournisseur=2532,2025-06-13 13:26:46.436666
848,"VARIOVID® Cat.4 Blanc, ESM, Transitions®, Transitions® XTRActive™, Polarisant",ORG,1.67,,https://si.france-optique.com/img/gravures/nasal/web_1824-nas-leica-V4L.tif.jpg,https://www.france-optique.com/gravures/fournisseur=2532,2025-06-13 13:26:46.450000
849,VARIOVID® Cat.4,ORG,1.74,,https://si.france-optique.com/img/gravures/nasal/web_1824-nas-leica-V4L.tif.jpg,https://www.france-optique.com/gravures/fournisseur=2532,2025-06-13 13:26:46.463333
850,"VARIOVID® Cat.3 Blanc, ESM, Transitions®, Transitions® XTRActive™, Polarisant",ORG,1.5,,https://si.france-optique.com/img/gravures/nasal/web_1823-nas-leica-V3L.tif.jpg,https://www.france-optique.com/gravures/fournisseur=2532,2025-06-13 13:26:46.476666
851,"VARIOVID® Cat.3 Blanc, ESM, Transitions®, Transitions® XTRActive™, Polarisant",ORG,1.6,,https://si.france-optique.com/img/gravures/nasal/web_1823-nas-leica-V3L.tif.jpg,https://www.france-optique.com/gravures/fournisseur=2532,2025-06-13 13:26:46.486666
852,"VARIOVID® Cat.3 Blanc, ESM, Transitions®, Transitions® XTRActive™, Polarisant",ORG,1.67,,https://si.france-optique.com/img/gravures/nasal/web_1823-nas-leica-V3L.tif.jpg,https://www.france-optique.com/gravures/fournisseur=2532,2025-06-13 13:26:46.496666
853,VARIOVID® Cat.3,ORG,1.74,,https://si.france-optique.com/img/gravures/nasal/web_1823-nas-leica-V3L.tif.jpg,https://www.france-optique.com/gravures/fournisseur=2532,2025-06-13 13:26:46.510000
854,"VARIOVID® Cat.2 Blanc, ESM, Transitions®, Transitions® XTRActive™, Polarisant",ORG,1.5,,https://si.france-optique.com/img/gravures/nasal/web_1822-nas-leica-V2L.tif.jpg,https://www.france-optique.com/gravures/fournisseur=2532,2025-06-13 13:26:46.520000
855,"VARIOVID® Cat.2 Blanc, ESM, Transitions®, Transitions® XTRActive™, Polarisant",ORG,1.6,,https://si.france-optique.com/img/gravures/nasal/web_1822-nas-leica-V2L.tif.jpg,https://www.france-optique.com/gravures/fournisseur=2532,2025-06-13 13:26:46.533333
856,"VARIOVID® Cat.2 Blanc, ESM, Transitions®, Transitions® XTRActive™, Polarisant",ORG,1.67,,https://si.france-optique.com/img/gravures/nasal/web_1822-nas-leica-V2L.tif.jpg,https://www.france-optique.com/gravures/fournisseur=2532,2025-06-13 13:26:46.543333
857,VARIOVID® Cat.2,ORG,1.74,,https://si.france-optique.com/img/gravures/nasal/web_1822-nas-leica-V2L.tif.jpg,https://www.france-optique.com/gravures/fournisseur=2532,2025-06-13 13:26:46.560000
858,"VARIOVID® Cat.1 Blanc, ESM, Transitions®, Transitions® XTRActive™, Polarisant",ORG,1.5,,https://si.france-optique.com/img/gravures/nasal/web_1821-nas-leica-V1L.tif.jpg,https://www.france-optique.com/gravures/fournisseur=2532,2025-06-13 13:26:46.570000
859,"VARIOVID® Cat.1 Blanc, ESM, Transitions®, Transitions® XTRActive™, Polarisant",ORG,1.6,,https://si.france-optique.com/img/gravures/nasal/web_1821-nas-leica-V1L.tif.jpg,https://www.france-optique.com/gravures/fournisseur=2532,2025-06-13 13:26:46.580000
860,"VARIOVID® Cat.1 Blanc, ESM, Transitions®, Transitions® XTRActive™, Polarisant",ORG,1.67,,https://si.france-optique.com/img/gravures/nasal/web_1821-nas-leica-V1L.tif.jpg,https://www.france-optique.com/gravures/fournisseur=2532,2025-06-13 13:26:46.593333
861,VARIOVID® Cat.1,ORG,1.74,,https://si.france-optique.com/img/gravures/nasal/web_1821-nas-leica-V1L.tif.jpg,https://www.france-optique.com/gravures/fournisseur=2532,2025-06-13 13:26:46.606666
938,Impression B.I.G. EXACT Sensitive Mono Sport,ORG,1.6,RODENSTOCK,65 60,https://www.france-optique.com/gravures/fournisseur=2069,2025-06-13 13:26:47.546666
862,"MONOVID® Asph Cat.1 Blanc, ESM, Transitions®, Transitions® XTRActive™, Polarisant",ORG,1.5,,https://si.france-optique.com/img/gravures/nasal/web_1817-nas-leica-M1L.tif.jpg,https://www.france-optique.com/gravures/fournisseur=2532,2025-06-13 13:26:46.620000
863,"MONOVID® Asph Cat.1 Blanc, ESM, Transitions®, Transitions® XTRActive™, Polarisant",ORG,1.6,,https://si.france-optique.com/img/gravures/nasal/web_1817-nas-leica-M1L.tif.jpg,https://www.france-optique.com/gravures/fournisseur=2532,2025-06-13 13:26:46.633333
864,"MONOVID® Asph Cat.1 Blanc, ESM, Transitions®, Transitions® XTRActive™, Polarisant",ORG,1.67,,https://si.france-optique.com/img/gravures/nasal/web_1817-nas-leica-M1L.tif.jpg,https://www.france-optique.com/gravures/fournisseur=2532,2025-06-13 13:26:46.643333
865,MONOVID® Asph Cat.1,ORG,1.74,,https://si.france-optique.com/img/gravures/nasal/web_1817-nas-leica-M1L.tif.jpg,https://www.france-optique.com/gravures/fournisseur=2532,2025-06-13 13:26:46.656666
866,"MONOVID® DIGITAL Cat.4 Blanc, ESM, Transitions®, Transitions® XTRActive™, Polarisant",ORG,1.5,,https://si.france-optique.com/img/gravures/nasal/web_1820-nas-leica-MD4L.tif.jpg,https://www.france-optique.com/gravures/fournisseur=2532,2025-06-13 13:26:46.670000
867,"MONOVID® DIGITAL Cat.4 Blanc, ESM, Transitions®, Transitions® XTRActive™, Polarisant",ORG,1.6,,https://si.france-optique.com/img/gravures/nasal/web_1820-nas-leica-MD4L.tif.jpg,https://www.france-optique.com/gravures/fournisseur=2532,2025-06-13 13:26:46.680000
868,"MONOVID® DIGITAL Cat.4 Blanc, ESM, Transitions®, Transitions® XTRActive™, Polarisant",ORG,1.67,,https://si.france-optique.com/img/gravures/nasal/web_1820-nas-leica-MD4L.tif.jpg,https://www.france-optique.com/gravures/fournisseur=2532,2025-06-13 13:26:46.690000
869,MONOVID® DIGITAL Cat.4,ORG,1.74,,https://si.france-optique.com/img/gravures/nasal/web_1820-nas-leica-MD4L.tif.jpg,https://www.france-optique.com/gravures/fournisseur=2532,2025-06-13 13:26:46.703333
870,"MONOVID® DIGITAL Cat.1 Blanc, ESM, Transitions®, Transitions® XTRActive™, Polarisant",ORG,1.5,,https://si.france-optique.com/img/gravures/nasal/web_1819-nas-leica-MD1L.tif.jpg,https://www.france-optique.com/gravures/fournisseur=2532,2025-06-13 13:26:46.716666
871,"MONOVID® DIGITAL Cat.1 Blanc, ESM, Transitions®, Transitions® XTRActive™, Polarisant",ORG,1.6,,https://si.france-optique.com/img/gravures/nasal/web_1819-nas-leica-MD1L.tif.jpg,https://www.france-optique.com/gravures/fournisseur=2532,2025-06-13 13:26:46.726666
872,"MONOVID® DIGITAL Cat.1 Blanc, ESM, Transitions®, Transitions® XTRActive™, Polarisant",ORG,1.67,,https://si.france-optique.com/img/gravures/nasal/web_1819-nas-leica-MD1L.tif.jpg,https://www.france-optique.com/gravures/fournisseur=2532,2025-06-13 13:26:46.740000
873,MONOVID® DIGITAL Cat.1,ORG,1.74,,https://si.france-optique.com/img/gravures/nasal/web_1819-nas-leica-MD1L.tif.jpg,https://www.france-optique.com/gravures/fournisseur=2532,2025-06-13 13:26:46.750000
874,"MONOVID® Cat.3 Blanc, ESM, Transitions®, Transitions® XTRActive™, Polarisant",ORG,1.5,,https://si.france-optique.com/img/gravures/nasal/web_1818-nas-leica-M3L.tif.jpg,https://www.france-optique.com/gravures/fournisseur=2532,2025-06-13 13:26:46.763333
875,"MONOVID® Cat.3 Blanc, ESM, Transitions®, Transitions® XTRActive™, Polarisant",ORG,1.6,,https://si.france-optique.com/img/gravures/nasal/web_1818-nas-leica-M3L.tif.jpg,https://www.france-optique.com/gravures/fournisseur=2532,2025-06-13 13:26:46.776666
876,"MONOVID® Cat.3 Blanc, ESM, Transitions®, Transitions® XTRActive™, Polarisant",ORG,1.67,,https://si.france-optique.com/img/gravures/nasal/web_1818-nas-leica-M3L.tif.jpg,https://www.france-optique.com/gravures/fournisseur=2532,2025-06-13 13:26:46.786666
877,MONOVID® Cat.3,ORG,1.74,,https://si.france-optique.com/img/gravures/nasal/web_1818-nas-leica-M3L.tif.jpg,https://www.france-optique.com/gravures/fournisseur=2532,2025-06-13 13:26:46.803333
878,"MONOVID® Cat.1 Blanc, ESM, Transitions®, Transitions® XTRActive™, Polarisant",ORG,1.5,,https://si.france-optique.com/img/gravures/nasal/web_1817-nas-leica-M1L.tif.jpg,https://www.france-optique.com/gravures/fournisseur=2532,2025-06-13 13:26:46.813333
879,"MONOVID® Cat.1 Blanc, ESM, Transitions®, Transitions® XTRActive™, Polarisant",ORG,1.6,,https://si.france-optique.com/img/gravures/nasal/web_1817-nas-leica-M1L.tif.jpg,https://www.france-optique.com/gravures/fournisseur=2532,2025-06-13 13:26:46.826666
880,Progressif Forte Puissance OR167,ORG,1.67,Produits optiques : BBGR OPTIQUE,https://si.france-optique.com/img/gravures/nasal/web_1557-BBGRPROGRESSIFfortepuissance167Nasal.tif.jpg,https://www.france-optique.com/fournisseur/1344-bbgr-optique/gravures,2025-06-13 13:26:46.843333
881,Pulseo PdM 03 OR15,ORG,1.5,Produits optiques : BBGR OPTIQUE,https://si.france-optique.com/img/gravures/nasal/web_1857-Pulseo-Pdm-5.tif.jpg,https://www.france-optique.com/fournisseur/1344-bbgr-optique/gravures,2025-06-13 13:26:46.856666
882,Pulseo PdM 06 OR15,ORG,1.5,Produits optiques : BBGR OPTIQUE,https://si.france-optique.com/img/gravures/nasal/web_1857-Pulseo-Pdm-5.tif.jpg,https://www.france-optique.com/fournisseur/1344-bbgr-optique/gravures,2025-06-13 13:26:46.866666
883,Pulseo PdM 09 OR15,ORG,1.5,Produits optiques : BBGR OPTIQUE,https://si.france-optique.com/img/gravures/nasal/web_1857-Pulseo-Pdm-5.tif.jpg,https://www.france-optique.com/fournisseur/1344-bbgr-optique/gravures,2025-06-13 13:26:46.880000
884,Pulseo PdM 03 OR16,ORG,1.6,Produits optiques : BBGR OPTIQUE,https://si.france-optique.com/img/gravures/nasal/web_1858-Pulseo-Pdm-6.tif.jpg,https://www.france-optique.com/fournisseur/1344-bbgr-optique/gravures,2025-06-13 13:26:46.890000
885,Pulseo PdM 06 OR16,ORG,1.6,Produits optiques : BBGR OPTIQUE,https://si.france-optique.com/img/gravures/nasal/web_1858-Pulseo-Pdm-6.tif.jpg,https://www.france-optique.com/fournisseur/1344-bbgr-optique/gravures,2025-06-13 13:26:46.900000
886,Pulseo PdM 09 OR16,ORG,1.6,Produits optiques : BBGR OPTIQUE,https://si.france-optique.com/img/gravures/nasal/web_1858-Pulseo-Pdm-6.tif.jpg,https://www.france-optique.com/fournisseur/1344-bbgr-optique/gravures,2025-06-13 13:26:46.910000
887,Pulseo PdM 03 OR167,ORG,1.67,Produits optiques : BBGR OPTIQUE,https://si.france-optique.com/img/gravures/nasal/web_1859-Pulseo-Pdm-67.tif.jpg,https://www.france-optique.com/fournisseur/1344-bbgr-optique/gravures,2025-06-13 13:26:46.923333
