id,source_url,nom_verre,gravure_nasale,indice,materiaux,fournisseur,created_at
87,https://www.france-optique.com/gravures/fournisseur=1958,Basic/16 1.74,8c,1.74,ORG / AR Blanc,INDO OPTICAL France,2025-06-13 13:22:14.873333
88,https://www.france-optique.com/gravures/fournisseur=1958,Basic/19 1.74,8b,1.74,ORG / AR Blanc,INDO OPTICAL France,2025-06-13 13:22:14.930000
89,https://www.france-optique.com/gravures/fournisseur=1958,MaxView-U 1.74,mWU74,1.74,ORG AR blanc - Trans.,INDO OPTICAL France,2025-06-13 13:22:14.980000
90,https://www.france-optique.com/gravures/fournisseur=1958,MaxView-U 1.67,mWU67,1.67,ORG AR blanc/couleur-Trans.-XTRActive-Photo-Pola,INDO OPTICAL France,2025-06-13 13:22:15.033333
132,https://www.france-optique.com/gravures/fournisseur=1958,MaxView-U 1.6,mWU6,1.6,ORG AR blanc/couleur - Trans. - Photo - Pola,INDO OPTICAL France,2025-06-13 13:22:18.546666
133,https://www.france-optique.com/gravures/fournisseur=1958,MaxView-U 1.5,mWU,1.5,ORG AR blanc/couleur-Trans.-XTRActive-Photo-Pola,INDO OPTICAL France,2025-06-13 13:22:18.600000
134,https://www.france-optique.com/gravures/fournisseur=1958,Maxima-U 1.74,mxU74,1.74,ORG AR blanc/couleur - Trans.,INDO OPTICAL France,2025-06-13 13:22:18.650000
135,https://www.france-optique.com/gravures/fournisseur=1958,Maxima-U 1.67,mxU67,1.67,ORG AR blanc/couleur - Trans. - Photo - Pola,INDO OPTICAL France,2025-06-13 13:22:18.703333
136,https://www.france-optique.com/gravures/fournisseur=1958,Maxima-U 1.6,mxU6,1.6,ORG AR blanc/couleur - Trans. - Photo - Pola,INDO OPTICAL France,2025-06-13 13:22:18.753333
137,https://www.france-optique.com/gravures/fournisseur=1958,Maxima-U 1.5,mxU,1.5,ORG AR blanc/couleur-Trans.-XTRActive-Photo-Pola,INDO OPTICAL France,2025-06-13 13:22:18.810000
138,https://www.france-optique.com/gravures/fournisseur=1958,Maxima Sport-U 1.67,mxsU67,1.67,ORG Couleur - Pola,INDO OPTICAL France,2025-06-13 13:22:18.860000
139,https://www.france-optique.com/gravures/fournisseur=1958,Maxima Sport-U 1.6,mxsU6,1.6,ORG Couleur - Pola,INDO OPTICAL France,2025-06-13 13:22:18.913333
140,https://www.france-optique.com/gravures/fournisseur=1958,Maxima Sport-U 1.5,mxsU,1.5,ORG Couleur - Pola,INDO OPTICAL France,2025-06-13 13:22:18.966666
141,https://www.france-optique.com/gravures/fournisseur=1958,EasyMax-U 1.67,esU67,1.67,ORG AR blanc/couleur - Trans. - Photo - Pola,INDO OPTICAL France,2025-06-13 13:22:19.020000
142,https://www.france-optique.com/gravures/fournisseur=1958,EasyMax-U 1.6,esU6,1.6,ORG AR blanc/couleur - Trans. - Photo - Pola,INDO OPTICAL France,2025-06-13 13:22:19.070000
143,https://www.france-optique.com/gravures/fournisseur=1958,EasyMax-U 1.5,esU,1.5,ORG AR blanc/couleur-Trans.-XTRActive-Photo-Pola,INDO OPTICAL France,2025-06-13 13:22:19.120000
144,https://www.france-optique.com/gravures/fournisseur=1958,Ingenia-U 1.74,InU74,1.74,ORG AR Blanc - Transitions,INDO OPTICAL France,2025-06-13 13:22:19.176666
145,https://www.france-optique.com/gravures/fournisseur=1958,Ingenia-U 1.67,InU67,1.67,ORG AR blanc/couleur - Trans. - Photo - Pola,INDO OPTICAL France,2025-06-13 13:22:19.230000
146,https://www.france-optique.com/gravures/fournisseur=1958,Ingenia-U 1.6,InU6,1.6,ORG AR blanc/couleur - Trans. - Photo - Pola,INDO OPTICAL France,2025-06-13 13:22:19.280000
147,https://www.france-optique.com/gravures/fournisseur=1958,Ingenia-U 1.5,InU,1.5,ORG AR blanc/couleur - Trans. - Photo - Pola,INDO OPTICAL France,2025-06-13 13:22:19.333333
148,https://www.france-optique.com/gravures/fournisseur=1958,Activa-U 1.67,acU67,1.67,ORG AR blanc/couleur - Trans. - Photo - Pola,INDO OPTICAL France,2025-06-13 13:22:19.380000
149,https://www.france-optique.com/gravures/fournisseur=1958,Activa-U 1.6,acU6,1.6,ORG AR blanc/couleur - Trans. - Photo - Pola,INDO OPTICAL France,2025-06-13 13:22:19.430000
150,https://www.france-optique.com/gravures/fournisseur=1958,Activa-U 1.5,acU,1.5,ORG AR blanc/couleur - Trans. - Photo - Pola,INDO OPTICAL France,2025-06-13 13:22:19.483333
151,https://www.france-optique.com/gravures/fournisseur=1958,Superkid Miofocal 1.5 N-SuperClear,SMF,1.5,ORG,INDO OPTICAL France,2025-06-13 13:22:19.533333
152,https://www.france-optique.com/gravures/fournisseur=1958,Superkid Miofocal 1.5 eNGY Blue IR,SMF,1.5,ORG,INDO OPTICAL France,2025-06-13 13:22:19.583333
153,https://www.france-optique.com/gravures/fournisseur=1958,Superkid Miofocal 1.6 N-SuperClear,SMF6,1.6,ORG,INDO OPTICAL France,2025-06-13 13:22:19.636666
154,https://www.france-optique.com/gravures/fournisseur=1958,Superkid Miofocal 1.6 eNGY Blue IR,SMF6,1.6,ORG,INDO OPTICAL France,2025-06-13 13:22:19.690000
155,https://www.france-optique.com/gravures/fournisseur=1958,Superkid Miofocal 1.67 N-SuperClear,SMF67,1.67,ORG,INDO OPTICAL France,2025-06-13 13:22:19.753333
156,https://www.france-optique.com/gravures/fournisseur=1958,Superkid Miofocal 1.67 eNGY Blue IR,SMF67,1.67,ORG,INDO OPTICAL France,2025-06-13 13:22:19.803333
157,https://www.france-optique.com/gravures/fournisseur=1958,Superkid Miofocal 1.74 N-SuperClear,SMF74,1.74,ORG,INDO OPTICAL France,2025-06-13 13:22:19.853333
158,https://www.france-optique.com/gravures/fournisseur=1958,Superkid Miofocal 1.74 eNGY Blue IR,SMF74,1.74,ORG,INDO OPTICAL France,2025-06-13 13:22:19.910000
159,https://www.france-optique.com/gravures/fournisseur=130,Yuniku Progressive Eyvia 1.74 UV2.0 (11 à 16mm) Blanc,YP_7,1.74,ORG Blanc,Fournisseur : HOYA Visio ...,2025-06-13 13:22:20.033333
161,https://www.france-optique.com/gravures/fournisseur=130,MyStyle V+ EyeGenius Eyvia 1.74 UV2.0 (11 à 16mm) Blanc,EG,1.74,ORG Blanc,Fournisseur : HOYA Visio ...,2025-06-13 13:22:20.130000
162,https://www.france-optique.com/gravures/fournisseur=130,MyStyle V+ EyeGenius Eyas 1.60 UV2.0 (11 à 16mm) Blanc/Sensity 2/Sensity Dark,EG,1.6,ORG Blanc / PHO,Fournisseur : HOYA Visio ...,2025-06-13 13:22:20.183333
163,https://www.france-optique.com/gravures/fournisseur=130,MyStyle V+ EyeGenius PNX 1.53 UV2.0 (11 à 16mm) Blanc/Sensity 2,EG,1.53,ORG Blanc / PHO,Fournisseur : HOYA Visio ...,2025-06-13 13:22:20.236666
164,https://www.france-optique.com/gravures/fournisseur=130,MyStyle V+ EyeGenius Organique 1.50 (11 à 16mm) Blanc/Sensity 2/Sensity Dark,EG,1.5,ORG Blanc / PHO,Fournisseur : HOYA Visio ...,2025-06-13 13:22:20.286666
165,https://www.france-optique.com/gravures/fournisseur=130,LifeStyle 3i Indoor/Outdoor/Urban Eyvia 1.74 UV2.0 (11 à 14mm) Blanc,LI_7I ou LI_7O ou LI_7U,1.74,ORG Blanc,Fournisseur : HOYA Visio ...,2025-06-13 13:22:20.340000
166,https://www.france-optique.com/gravures/fournisseur=130,LifeStyle 3 Indoor/Outdoor/Urban Eyvia 1.74 UV2.0 (11 à 14mm) Blanc,L_7I ou L_7O ou L_7U,1.74,ORG Blanc,Fournisseur : HOYA Visio ...,2025-06-13 13:22:20.393333
167,https://www.france-optique.com/gravures/fournisseur=130,Balansis Eyvia 1.74 UV2.0 (11mm - 14mm) Blanc,B17 ou B47,1.74,ORG Blanc,Fournisseur : HOYA Visio ...,2025-06-13 13:22:20.443333
168,https://www.france-optique.com/gravures/fournisseur=130,Daynamic 1.53 (11mm - 14mm) Polarisant,DP1X ou DP4X,1.53,ORG POLA,Fournisseur : HOYA Visio ...,2025-06-13 13:22:20.500000
169,https://www.france-optique.com/gravures/fournisseur=130,Amplitude Plus Eynoa 1.67 UV2.0 (11mm - 15mm) Blanc/Sensity 2/Sensity Dark/Sensity Fast,DA15 ou DA55,1.67,ORG Blanc/ PHO,Fournisseur : HOYA Visio ...,2025-06-13 13:22:20.550000
170,https://www.france-optique.com/gravures/fournisseur=130,Yuniku Digital T5/T9/T13 Eyvia 1.74 UV2.0 Blanc,YD7,1.74,ORG Blanc,Fournisseur : HOYA Visio ...,2025-06-13 13:22:20.606666
171,https://www.france-optique.com/gravures/fournisseur=130,Yuniku Single Vision Eyvia 1.74 UV2.0 Blanc,YS7,1.74,ORG Blanc,Fournisseur : HOYA Visio ...,2025-06-13 13:22:20.656666
172,https://www.france-optique.com/gravures/fournisseur=130,Nulux iDentity V+ EyeGenius Eyvia 1.74 UV2.0 Blanc,EG,1.74,ORG Blanc,Fournisseur : HOYA Visio ...,2025-06-13 13:22:20.706666
173,https://www.france-optique.com/gravures/fournisseur=130,Sync IIIi T5/T9/T13 Eyvia 1.74 UV2.0 Blanc,SYi7,1.74,ORG Blanc,Fournisseur : HOYA Visio ...,2025-06-13 13:22:20.753333
174,https://www.france-optique.com/gravures/fournisseur=130,MySelf Eyvia 1.74 UV2.0 (11 à 16mm) Blanc,MY_7,1.74,ORG Blanc,Fournisseur : HOYA Visio ...,2025-06-13 13:22:20.803333
175,https://www.france-optique.com/gravures/fournisseur=130,Balansis i Eyvia 1.74 UV2.0 (11mm - 14mm) Blanc,Bi17 ou Bi47,1.74,ORG Blanc,Fournisseur : HOYA Visio ...,2025-06-13 13:22:20.856666
176,https://www.france-optique.com/gravures/fournisseur=130,Daynamic 1.67 Advanced Lights Protection (11mm - 14mm) Blanc,DP14L ou DP45L,1.67,ORG Blanc,Fournisseur : HOYA Visio ...,2025-06-13 13:22:20.906666
